"Year","Grouping","Country","variable","value"
2021,"FFA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",0
2022,"FFA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",0
2023,"FFA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",0
1997,"FFA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
1998,"FFA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
1999,"FFA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2000,"FFA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2001,"FFA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2002,"FFA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2003,"FFA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2004,"FFA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2005,"FFA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2006,"FFA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2007,"FFA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2008,"FFA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2009,"FFA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2010,"FFA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2011,"FFA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2012,"FFA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2013,"FFA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2014,"FFA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2015,"FFA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2016,"FFA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2017,"FFA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2018,"FFA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2019,"FFA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2020,"FFA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2021,"FFA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2022,"FFA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2023,"FFA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
1997,"FFA Member","Samoa","Fleet_catch_in_national_waters_of_FFA_members",0
1998,"FFA Member","Samoa","Fleet_catch_in_national_waters_of_FFA_members",0
1999,"FFA Member","Samoa","Fleet_catch_in_national_waters_of_FFA_members",0
2000,"FFA Member","Samoa","Fleet_catch_in_national_waters_of_FFA_members",0
2001,"FFA Member","Samoa","Fleet_catch_in_national_waters_of_FFA_members",0
2002,"FFA Member","Samoa","Fleet_catch_in_national_waters_of_FFA_members",19
2003,"FFA Member","Samoa","Fleet_catch_in_national_waters_of_FFA_members",0
2004,"FFA Member","Samoa","Fleet_catch_in_national_waters_of_FFA_members",0
2005,"FFA Member","Samoa","Fleet_catch_in_national_waters_of_FFA_members",0
2006,"FFA Member","Samoa","Fleet_catch_in_national_waters_of_FFA_members",0
2007,"FFA Member","Samoa","Fleet_catch_in_national_waters_of_FFA_members",0
2008,"FFA Member","Samoa","Fleet_catch_in_national_waters_of_FFA_members",0
2009,"FFA Member","Samoa","Fleet_catch_in_national_waters_of_FFA_members",0
2010,"FFA Member","Samoa","Fleet_catch_in_national_waters_of_FFA_members",0
2011,"FFA Member","Samoa","Fleet_catch_in_national_waters_of_FFA_members",0
2012,"FFA Member","Samoa","Fleet_catch_in_national_waters_of_FFA_members",0
2013,"FFA Member","Samoa","Fleet_catch_in_national_waters_of_FFA_members",0
2014,"FFA Member","Samoa","Fleet_catch_in_national_waters_of_FFA_members",0
2015,"FFA Member","Samoa","Fleet_catch_in_national_waters_of_FFA_members",0
2016,"FFA Member","Samoa","Fleet_catch_in_national_waters_of_FFA_members",168
2017,"FFA Member","Samoa","Fleet_catch_in_national_waters_of_FFA_members",932
2018,"FFA Member","Samoa","Fleet_catch_in_national_waters_of_FFA_members",294
2019,"FFA Member","Samoa","Fleet_catch_in_national_waters_of_FFA_members",1628
2020,"FFA Member","Samoa","Fleet_catch_in_national_waters_of_FFA_members",943
2021,"FFA Member","Samoa","Fleet_catch_in_national_waters_of_FFA_members",470
2022,"FFA Member","Samoa","Fleet_catch_in_national_waters_of_FFA_members",1133
2023,"FFA Member","Samoa","Fleet_catch_in_national_waters_of_FFA_members",1152
1997,"FFA Member","Tonga","Fleet_catch_in_national_waters_of_FFA_members",0
1998,"FFA Member","Tonga","Fleet_catch_in_national_waters_of_FFA_members",0
1999,"FFA Member","Tonga","Fleet_catch_in_national_waters_of_FFA_members",0
2000,"FFA Member","Tonga","Fleet_catch_in_national_waters_of_FFA_members",0
2001,"FFA Member","Tonga","Fleet_catch_in_national_waters_of_FFA_members",0
2002,"FFA Member","Tonga","Fleet_catch_in_national_waters_of_FFA_members",0
2003,"FFA Member","Tonga","Fleet_catch_in_national_waters_of_FFA_members",0
2004,"FFA Member","Tonga","Fleet_catch_in_national_waters_of_FFA_members",0
2005,"FFA Member","Tonga","Fleet_catch_in_national_waters_of_FFA_members",0
2006,"FFA Member","Tonga","Fleet_catch_in_national_waters_of_FFA_members",0
2007,"FFA Member","Tonga","Fleet_catch_in_national_waters_of_FFA_members",0
2008,"FFA Member","Tonga","Fleet_catch_in_national_waters_of_FFA_members",0
2009,"FFA Member","Tonga","Fleet_catch_in_national_waters_of_FFA_members",0
2010,"FFA Member","Tonga","Fleet_catch_in_national_waters_of_FFA_members",0
2011,"FFA Member","Tonga","Fleet_catch_in_national_waters_of_FFA_members",0
2012,"FFA Member","Tonga","Fleet_catch_in_national_waters_of_FFA_members",0
2013,"FFA Member","Tonga","Fleet_catch_in_national_waters_of_FFA_members",0
2014,"FFA Member","Tonga","Fleet_catch_in_national_waters_of_FFA_members",0
2015,"FFA Member","Tonga","Fleet_catch_in_national_waters_of_FFA_members",0
2016,"FFA Member","Tonga","Fleet_catch_in_national_waters_of_FFA_members",0
2017,"FFA Member","Tonga","Fleet_catch_in_national_waters_of_FFA_members",0
2018,"FFA Member","Tonga","Fleet_catch_in_national_waters_of_FFA_members",0
2019,"FFA Member","Tonga","Fleet_catch_in_national_waters_of_FFA_members",0
2020,"FFA Member","Tonga","Fleet_catch_in_national_waters_of_FFA_members",0
2021,"FFA Member","Tonga","Fleet_catch_in_national_waters_of_FFA_members",0
2022,"FFA Member","Tonga","Fleet_catch_in_national_waters_of_FFA_members",0
2023,"FFA Member","Tonga","Fleet_catch_in_national_waters_of_FFA_members",0
1997,"FFA Member","Vanuatu","Fleet_catch_in_national_waters_of_FFA_members",453
1998,"FFA Member","Vanuatu","Fleet_catch_in_national_waters_of_FFA_members",32
1999,"FFA Member","Vanuatu","Fleet_catch_in_national_waters_of_FFA_members",0
2000,"FFA Member","Vanuatu","Fleet_catch_in_national_waters_of_FFA_members",12
2001,"FFA Member","Vanuatu","Fleet_catch_in_national_waters_of_FFA_members",240
2002,"FFA Member","Vanuatu","Fleet_catch_in_national_waters_of_FFA_members",1111
2003,"FFA Member","Vanuatu","Fleet_catch_in_national_waters_of_FFA_members",1487
2004,"FFA Member","Vanuatu","Fleet_catch_in_national_waters_of_FFA_members",2439
2005,"FFA Member","Vanuatu","Fleet_catch_in_national_waters_of_FFA_members",1451
2006,"FFA Member","Vanuatu","Fleet_catch_in_national_waters_of_FFA_members",2539
2007,"FFA Member","Vanuatu","Fleet_catch_in_national_waters_of_FFA_members",1588
2008,"FFA Member","Vanuatu","Fleet_catch_in_national_waters_of_FFA_members",1253
2009,"FFA Member","Vanuatu","Fleet_catch_in_national_waters_of_FFA_members",3627
2010,"FFA Member","Vanuatu","Fleet_catch_in_national_waters_of_FFA_members",2924
2011,"FFA Member","Vanuatu","Fleet_catch_in_national_waters_of_FFA_members",4173
2012,"FFA Member","Vanuatu","Fleet_catch_in_national_waters_of_FFA_members",7161
2013,"FFA Member","Vanuatu","Fleet_catch_in_national_waters_of_FFA_members",5707
2014,"FFA Member","Vanuatu","Fleet_catch_in_national_waters_of_FFA_members",3518
2015,"FFA Member","Vanuatu","Fleet_catch_in_national_waters_of_FFA_members",5711
2016,"FFA Member","Vanuatu","Fleet_catch_in_national_waters_of_FFA_members",4159
2017,"FFA Member","Vanuatu","Fleet_catch_in_national_waters_of_FFA_members",1057
2018,"FFA Member","Vanuatu","Fleet_catch_in_national_waters_of_FFA_members",828
2019,"FFA Member","Vanuatu","Fleet_catch_in_national_waters_of_FFA_members",710
2020,"FFA Member","Vanuatu","Fleet_catch_in_national_waters_of_FFA_members",635
2021,"FFA Member","Vanuatu","Fleet_catch_in_national_waters_of_FFA_members",210
2022,"FFA Member","Vanuatu","Fleet_catch_in_national_waters_of_FFA_members",39
2023,"FFA Member","Vanuatu","Fleet_catch_in_national_waters_of_FFA_members",0
1997,"High Seas","H4","Fleet_catch_in_national_waters_of_FFA_members",0
1998,"High Seas","H4","Fleet_catch_in_national_waters_of_FFA_members",0
1999,"High Seas","H4","Fleet_catch_in_national_waters_of_FFA_members",0
2000,"High Seas","H4","Fleet_catch_in_national_waters_of_FFA_members",0
2001,"High Seas","H4","Fleet_catch_in_national_waters_of_FFA_members",0
2002,"High Seas","H4","Fleet_catch_in_national_waters_of_FFA_members",0
2003,"High Seas","H4","Fleet_catch_in_national_waters_of_FFA_members",0
2004,"High Seas","H4","Fleet_catch_in_national_waters_of_FFA_members",0
2005,"High Seas","H4","Fleet_catch_in_national_waters_of_FFA_members",0
2006,"High Seas","H4","Fleet_catch_in_national_waters_of_FFA_members",0
2007,"High Seas","H4","Fleet_catch_in_national_waters_of_FFA_members",0
2008,"High Seas","H4","Fleet_catch_in_national_waters_of_FFA_members",0
2009,"High Seas","H4","Fleet_catch_in_national_waters_of_FFA_members",0
2010,"High Seas","H4","Fleet_catch_in_national_waters_of_FFA_members",0
2011,"High Seas","H4","Fleet_catch_in_national_waters_of_FFA_members",0
2012,"High Seas","H4","Fleet_catch_in_national_waters_of_FFA_members",0
2013,"High Seas","H4","Fleet_catch_in_national_waters_of_FFA_members",0
2014,"High Seas","H4","Fleet_catch_in_national_waters_of_FFA_members",0
2015,"High Seas","H4","Fleet_catch_in_national_waters_of_FFA_members",0
2016,"High Seas","H4","Fleet_catch_in_national_waters_of_FFA_members",0
2017,"High Seas","H4","Fleet_catch_in_national_waters_of_FFA_members",0
2018,"High Seas","H4","Fleet_catch_in_national_waters_of_FFA_members",0
2019,"High Seas","H4","Fleet_catch_in_national_waters_of_FFA_members",0
2020,"High Seas","H4","Fleet_catch_in_national_waters_of_FFA_members",0
2021,"High Seas","H4","Fleet_catch_in_national_waters_of_FFA_members",0
2022,"High Seas","H4","Fleet_catch_in_national_waters_of_FFA_members",0
2023,"High Seas","H4","Fleet_catch_in_national_waters_of_FFA_members",0
1997,"High Seas","H5","Fleet_catch_in_national_waters_of_FFA_members",0
1998,"High Seas","H5","Fleet_catch_in_national_waters_of_FFA_members",0
1999,"High Seas","H5","Fleet_catch_in_national_waters_of_FFA_members",0
2000,"High Seas","H5","Fleet_catch_in_national_waters_of_FFA_members",0
2001,"High Seas","H5","Fleet_catch_in_national_waters_of_FFA_members",0
2002,"High Seas","H5","Fleet_catch_in_national_waters_of_FFA_members",0
2003,"High Seas","H5","Fleet_catch_in_national_waters_of_FFA_members",0
2004,"High Seas","H5","Fleet_catch_in_national_waters_of_FFA_members",0
2005,"High Seas","H5","Fleet_catch_in_national_waters_of_FFA_members",0
2006,"High Seas","H5","Fleet_catch_in_national_waters_of_FFA_members",0
2007,"High Seas","H5","Fleet_catch_in_national_waters_of_FFA_members",0
2008,"High Seas","H5","Fleet_catch_in_national_waters_of_FFA_members",0
2009,"High Seas","H5","Fleet_catch_in_national_waters_of_FFA_members",0
2010,"High Seas","H5","Fleet_catch_in_national_waters_of_FFA_members",0
2011,"High Seas","H5","Fleet_catch_in_national_waters_of_FFA_members",0
2012,"High Seas","H5","Fleet_catch_in_national_waters_of_FFA_members",0
2013,"High Seas","H5","Fleet_catch_in_national_waters_of_FFA_members",0
2014,"High Seas","H5","Fleet_catch_in_national_waters_of_FFA_members",0
2015,"High Seas","H5","Fleet_catch_in_national_waters_of_FFA_members",0
2016,"High Seas","H5","Fleet_catch_in_national_waters_of_FFA_members",0
2017,"High Seas","H5","Fleet_catch_in_national_waters_of_FFA_members",0
2018,"High Seas","H5","Fleet_catch_in_national_waters_of_FFA_members",0
2019,"High Seas","H5","Fleet_catch_in_national_waters_of_FFA_members",0
2020,"High Seas","H5","Fleet_catch_in_national_waters_of_FFA_members",0
2021,"High Seas","H5","Fleet_catch_in_national_waters_of_FFA_members",0
2022,"High Seas","H5","Fleet_catch_in_national_waters_of_FFA_members",0
2023,"High Seas","H5","Fleet_catch_in_national_waters_of_FFA_members",0
1997,"High Seas","I1","Fleet_catch_in_national_waters_of_FFA_members",0
1998,"High Seas","I1","Fleet_catch_in_national_waters_of_FFA_members",0
1999,"High Seas","I1","Fleet_catch_in_national_waters_of_FFA_members",0
2000,"High Seas","I1","Fleet_catch_in_national_waters_of_FFA_members",0
2001,"High Seas","I1","Fleet_catch_in_national_waters_of_FFA_members",0
2002,"High Seas","I1","Fleet_catch_in_national_waters_of_FFA_members",0
2003,"High Seas","I1","Fleet_catch_in_national_waters_of_FFA_members",0
2004,"High Seas","I1","Fleet_catch_in_national_waters_of_FFA_members",0
2005,"High Seas","I1","Fleet_catch_in_national_waters_of_FFA_members",0
2006,"High Seas","I1","Fleet_catch_in_national_waters_of_FFA_members",0
2007,"High Seas","I1","Fleet_catch_in_national_waters_of_FFA_members",0
2008,"High Seas","I1","Fleet_catch_in_national_waters_of_FFA_members",0
2009,"High Seas","I1","Fleet_catch_in_national_waters_of_FFA_members",0
2010,"High Seas","I1","Fleet_catch_in_national_waters_of_FFA_members",0
2011,"High Seas","I1","Fleet_catch_in_national_waters_of_FFA_members",0
2012,"High Seas","I1","Fleet_catch_in_national_waters_of_FFA_members",0
2013,"High Seas","I1","Fleet_catch_in_national_waters_of_FFA_members",0
2014,"High Seas","I1","Fleet_catch_in_national_waters_of_FFA_members",0
2015,"High Seas","I1","Fleet_catch_in_national_waters_of_FFA_members",0
2016,"High Seas","I1","Fleet_catch_in_national_waters_of_FFA_members",0
2017,"High Seas","I1","Fleet_catch_in_national_waters_of_FFA_members",0
2018,"High Seas","I1","Fleet_catch_in_national_waters_of_FFA_members",0
2019,"High Seas","I1","Fleet_catch_in_national_waters_of_FFA_members",0
2020,"High Seas","I1","Fleet_catch_in_national_waters_of_FFA_members",0
2021,"High Seas","I1","Fleet_catch_in_national_waters_of_FFA_members",0
2022,"High Seas","I1","Fleet_catch_in_national_waters_of_FFA_members",0
2023,"High Seas","I1","Fleet_catch_in_national_waters_of_FFA_members",0
1997,"High Seas","I2","Fleet_catch_in_national_waters_of_FFA_members",0
1998,"High Seas","I2","Fleet_catch_in_national_waters_of_FFA_members",0
1999,"High Seas","I2","Fleet_catch_in_national_waters_of_FFA_members",0
2000,"High Seas","I2","Fleet_catch_in_national_waters_of_FFA_members",0
2001,"High Seas","I2","Fleet_catch_in_national_waters_of_FFA_members",0
2002,"High Seas","I2","Fleet_catch_in_national_waters_of_FFA_members",0
2003,"High Seas","I2","Fleet_catch_in_national_waters_of_FFA_members",0
2004,"High Seas","I2","Fleet_catch_in_national_waters_of_FFA_members",0
2005,"High Seas","I2","Fleet_catch_in_national_waters_of_FFA_members",0
2006,"High Seas","I2","Fleet_catch_in_national_waters_of_FFA_members",0
2007,"High Seas","I2","Fleet_catch_in_national_waters_of_FFA_members",0
2008,"High Seas","I2","Fleet_catch_in_national_waters_of_FFA_members",0
2009,"High Seas","I2","Fleet_catch_in_national_waters_of_FFA_members",0
2010,"High Seas","I2","Fleet_catch_in_national_waters_of_FFA_members",0
2011,"High Seas","I2","Fleet_catch_in_national_waters_of_FFA_members",0
2012,"High Seas","I2","Fleet_catch_in_national_waters_of_FFA_members",0
2013,"High Seas","I2","Fleet_catch_in_national_waters_of_FFA_members",0
2014,"High Seas","I2","Fleet_catch_in_national_waters_of_FFA_members",0
2015,"High Seas","I2","Fleet_catch_in_national_waters_of_FFA_members",0
2016,"High Seas","I2","Fleet_catch_in_national_waters_of_FFA_members",0
2017,"High Seas","I2","Fleet_catch_in_national_waters_of_FFA_members",0
2018,"High Seas","I2","Fleet_catch_in_national_waters_of_FFA_members",0
2019,"High Seas","I2","Fleet_catch_in_national_waters_of_FFA_members",0
2020,"High Seas","I2","Fleet_catch_in_national_waters_of_FFA_members",0
2021,"High Seas","I2","Fleet_catch_in_national_waters_of_FFA_members",0
2022,"High Seas","I2","Fleet_catch_in_national_waters_of_FFA_members",0
2023,"High Seas","I2","Fleet_catch_in_national_waters_of_FFA_members",0
1997,"High Seas","I3","Fleet_catch_in_national_waters_of_FFA_members",0
1998,"High Seas","I3","Fleet_catch_in_national_waters_of_FFA_members",0
1999,"High Seas","I3","Fleet_catch_in_national_waters_of_FFA_members",0
2000,"High Seas","I3","Fleet_catch_in_national_waters_of_FFA_members",0
2001,"High Seas","I3","Fleet_catch_in_national_waters_of_FFA_members",0
2002,"High Seas","I3","Fleet_catch_in_national_waters_of_FFA_members",0
2003,"High Seas","I3","Fleet_catch_in_national_waters_of_FFA_members",0
2004,"High Seas","I3","Fleet_catch_in_national_waters_of_FFA_members",0
2005,"High Seas","I3","Fleet_catch_in_national_waters_of_FFA_members",0
2006,"High Seas","I3","Fleet_catch_in_national_waters_of_FFA_members",0
2007,"High Seas","I3","Fleet_catch_in_national_waters_of_FFA_members",0
2008,"High Seas","I3","Fleet_catch_in_national_waters_of_FFA_members",0
2009,"High Seas","I3","Fleet_catch_in_national_waters_of_FFA_members",0
2010,"High Seas","I3","Fleet_catch_in_national_waters_of_FFA_members",0
2011,"High Seas","I3","Fleet_catch_in_national_waters_of_FFA_members",0
2012,"High Seas","I3","Fleet_catch_in_national_waters_of_FFA_members",0
2013,"High Seas","I3","Fleet_catch_in_national_waters_of_FFA_members",0
2014,"High Seas","I3","Fleet_catch_in_national_waters_of_FFA_members",0
2015,"High Seas","I3","Fleet_catch_in_national_waters_of_FFA_members",0
2016,"High Seas","I3","Fleet_catch_in_national_waters_of_FFA_members",0
2017,"High Seas","I3","Fleet_catch_in_national_waters_of_FFA_members",0
2018,"High Seas","I3","Fleet_catch_in_national_waters_of_FFA_members",0
2019,"High Seas","I3","Fleet_catch_in_national_waters_of_FFA_members",0
2020,"High Seas","I3","Fleet_catch_in_national_waters_of_FFA_members",0
2021,"High Seas","I3","Fleet_catch_in_national_waters_of_FFA_members",0
2022,"High Seas","I3","Fleet_catch_in_national_waters_of_FFA_members",0
2023,"High Seas","I3","Fleet_catch_in_national_waters_of_FFA_members",0
