"reporter_desc","Year","variable","value","Source"
"Minnows",2004,"Total_Net_Wgt",16779040.3,"Tinned Imports"
"Minnows",2005,"Total_Net_Wgt",17680715.393,"Tinned Imports"
"Minnows",2006,"Total_Net_Wgt",20323672.081,"Tinned Imports"
"Minnows",2007,"Total_Net_Wgt",21958418.863,"Tinned Imports"
"Minnows",2008,"Total_Net_Wgt",24512526.752,"Tinned Imports"
"Minnows",2009,"Total_Net_Wgt",24104920.156,"Tinned Imports"
"Minnows",2010,"Total_Net_Wgt",75449800.347,"Tinned Imports"
"Minnows",2011,"Total_Net_Wgt",66931206.576,"Tinned Imports"
"Minnows",2012,"Total_Net_Wgt",45627165.158,"Tinned Imports"
"Minnows",2013,"Total_Net_Wgt",54813497.773,"Tinned Imports"
"Minnows",2014,"Total_Net_Wgt",58010777.07,"Tinned Imports"
"Minnows",2015,"Total_Net_Wgt",63382088.293,"Tinned Imports"
"Minnows",2016,"Total_Net_Wgt",71966907.509,"Tinned Imports"
"Minnows",2017,"Total_Net_Wgt",71828351.8330001,"Tinned Imports"
"Minnows",2018,"Total_Net_Wgt",69690869.596,"Tinned Imports"
"Minnows",2019,"Total_Net_Wgt",71594990.369,"Tinned Imports"
"Minnows",2020,"Total_Net_Wgt",83408465.864,"Tinned Imports"
"Minnows",2021,"Total_Net_Wgt",75436763.847,"Tinned Imports"
