STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,CURRENCY,Currency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2009,,1.17,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2010,,5.54,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2011,,13.62,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2012,,4.55,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2013,,7.15,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2014,,42.59,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2015,,7.15,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2016,,5.14,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2017,,7.14,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2018,,5.29,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2019,,0.96,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2020,,-18.27,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2021,,-7.27,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2022,,22.98,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2005,,250048,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2006,,254517,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2007,,256800,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2008,,263200,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2009,,280300,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2010,,296900,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2011,,311300,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2012,,327300,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2013,,317200,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2014,,319300,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2015,,316500,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2016,,332300,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2017,,366700,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPC,"Gross Domestic Product, current prices",2018,,401932,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MH,Marshall Islands,GDPC,"Gross Domestic Product, current prices",2005,,136559,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MH,Marshall Islands,GDPC,"Gross Domestic Product, current prices",2006,,141516,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MH,Marshall Islands,GDPC,"Gross Domestic Product, current prices",2007,,148430,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MH,Marshall Islands,GDPC,"Gross Domestic Product, current prices",2008,,151925,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MH,Marshall Islands,GDPC,"Gross Domestic Product, current prices",2009,,150413,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MH,Marshall Islands,GDPC,"Gross Domestic Product, current prices",2010,,160470,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MH,Marshall Islands,GDPC,"Gross Domestic Product, current prices",2011,,172073,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MH,Marshall Islands,GDPC,"Gross Domestic Product, current prices",2012,,180545,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MH,Marshall Islands,GDPC,"Gross Domestic Product, current prices",2013,,184808,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MH,Marshall Islands,GDPC,"Gross Domestic Product, current prices",2014,,182487,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MH,Marshall Islands,GDPC,"Gross Domestic Product, current prices",2015,,184247,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MH,Marshall Islands,GDPC,"Gross Domestic Product, current prices",2016,,201698,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MH,Marshall Islands,GDPC,"Gross Domestic Product, current prices",2017,,213062,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MH,Marshall Islands,GDPC,"Gross Domestic Product, current prices",2018,,221794,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MH,Marshall Islands,GDPC,"Gross Domestic Product, current prices",2019,,239642,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MH,Marshall Islands,GDPC,"Gross Domestic Product, current prices",2020,,244462,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MH,Marshall Islands,GDPC,"Gross Domestic Product, current prices",2021,,256979,,USD,USD,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MH,Marshall Islands,GDPC,"Gross Domestic Product, current prices",2022,,261176,,USD,USD,3,thousands,,,,,Preliminary,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,GU,Guam,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2006,,0.26,,PERCENT,percent,,,,,,,"4213000 thousands USD / 158600 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,GU,Guam,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2007,,3.65,,PERCENT,percent,,,,,,,"4375000 thousands USD / 158900 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,GU,Guam,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2008,,6.33,,PERCENT,percent,,,,,,,"4658000 thousands USD / 159100 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,GU,Guam,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2009,,3.46,,PERCENT,percent,,,,,,,"4828000 thousands USD / 159400 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,GU,Guam,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2010,,2.37,,PERCENT,percent,,,,,,,"4949000 thousands USD / 159614 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,GU,Guam,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2011,,-0.4,,PERCENT,percent,,,,,,,"4984000 thousands USD / 161391 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,GU,Guam,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2012,,4.51,,PERCENT,percent,,,,,,,"5265000 thousands USD / 163126 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,GU,Guam,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2013,,1.47,,PERCENT,percent,,,,,,,"5399000 thousands USD / 164857 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,GU,Guam,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2014,,2.84,,PERCENT,percent,,,,,,,"5610000 thousands USD / 166569 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,GU,Guam,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2015,,2.32,,PERCENT,percent,,,,,,,"5799000 thousands USD / 168269 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,GU,Guam,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2016,,0.74,,PERCENT,percent,,,,,,,"5901000 thousands USD / 169969 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,GU,Guam,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2017,,0.89,,PERCENT,percent,,,,,,,"6013000 thousands USD / 171661 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,GU,Guam,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2018,,-0.26,,PERCENT,percent,,,,,,,"6056000 thousands USD / 173339 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,GU,Guam,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2019,,4.11,,PERCENT,percent,,,,,,,"6366000 thousands USD / 175016 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,GU,Guam,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2020,,-8.4,,PERCENT,percent,,,,,,,"5886000 thousands USD / 176664 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,GU,Guam,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2021,,3.07,,PERCENT,percent,,,,,,,"6123000 thousands USD / 178306 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,KI,Kiribati,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2006,,-3.21,,PERCENT,percent,,,,,,,Converted 0.753 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,KI,Kiribati,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2007,,20.47,,PERCENT,percent,,,,,,,Converted 0.8368 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,KI,Kiribati,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2008,,6.4,,PERCENT,percent,,,,,,,Converted 0.8388 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,KI,Kiribati,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2009,,-6.23,,PERCENT,percent,,,,,,,Converted 0.7799 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,KI,Kiribati,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2010,,19.04,,PERCENT,percent,,,,,,,Converted 0.9173 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,KI,Kiribati,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2011,,16.33,,PERCENT,percent,,,,,,,Converted 1.0315 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,KI,Kiribati,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2012,,4.96,,PERCENT,percent,,,,,,,Converted 1.0354 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,KI,Kiribati,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2013,,-2.68,,PERCENT,percent,,,,,,,Converted 0.9654 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,KI,Kiribati,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2014,,-3.62,,PERCENT,percent,,,,,,,Converted 0.9014 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,KI,Kiribati,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2015,,-4.25,,PERCENT,percent,,,,,,,Converted 0.7513 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,KI,Kiribati,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2016,,4.82,,PERCENT,percent,,,,,,,Converted 0.7434 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,KI,Kiribati,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2017,,5.42,,PERCENT,percent,,,,,,,Converted 0.7664 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,KI,Kiribati,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2018,,4.29,,PERCENT,percent,,,,,,,Converted 0.7472 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,KI,Kiribati,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2019,,-10.61,,PERCENT,percent,,,,,,,Converted 0.6952 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,KI,Kiribati,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2020,,1.27,,PERCENT,percent,,,,,,,Converted 0.6882 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,KI,Kiribati,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2021,,28.04,,PERCENT,percent,,,,,,,Converted 0.7512 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,GU,Guam,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2006,,0.26,,PERCENT,percent,,,,,,,"4213000 thousands USD / 158600 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,GU,Guam,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2007,,3.65,,PERCENT,percent,,,,,,,"4375000 thousands USD / 158900 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,GU,Guam,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2008,,6.33,,PERCENT,percent,,,,,,,"4658000 thousands USD / 159100 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,GU,Guam,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2009,,3.46,,PERCENT,percent,,,,,,,"4828000 thousands USD / 159400 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,GU,Guam,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2010,,2.37,,PERCENT,percent,,,,,,,"4949000 thousands USD / 159614 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,GU,Guam,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2011,,-0.4,,PERCENT,percent,,,,,,,"4984000 thousands USD / 161391 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,GU,Guam,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2012,,4.51,,PERCENT,percent,,,,,,,"5265000 thousands USD / 163126 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,GU,Guam,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2013,,1.47,,PERCENT,percent,,,,,,,"5399000 thousands USD / 164857 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,GU,Guam,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2014,,2.84,,PERCENT,percent,,,,,,,"5610000 thousands USD / 166569 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,GU,Guam,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2015,,2.32,,PERCENT,percent,,,,,,,"5799000 thousands USD / 168269 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,GU,Guam,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2016,,0.74,,PERCENT,percent,,,,,,,"5901000 thousands USD / 169969 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,GU,Guam,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2017,,0.89,,PERCENT,percent,,,,,,,"6013000 thousands USD / 171661 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,GU,Guam,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2018,,-0.26,,PERCENT,percent,,,,,,,"6056000 thousands USD / 173339 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,GU,Guam,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2019,,4.11,,PERCENT,percent,,,,,,,"6366000 thousands USD / 175016 persons. ",
