STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,CURRENCY,Currency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,TV,Tuvalu,GDPCPC,"Gross Domestic Product per capita, current prices",2019,,5157,,USD_POP,USD per person,,,,,,,54126 thousands USD / 10495 persons. Converted 0.6952 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,TV,Tuvalu,GDPCPC,"Gross Domestic Product per capita, current prices",2020,,4842,,USD_POP,USD per person,,,,,,,51232 thousands USD / 10580 persons. Converted 0.6882 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,TV,Tuvalu,GDPCPC,"Gross Domestic Product per capita, current prices",2021,,5575,,USD_POP,USD per person,,,,,,,59539 thousands USD / 10679 persons. Converted 0.7512 AUD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2006,,46.31,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2007,,13.27,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2008,,13.06,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2009,,7.88,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2010,,11.62,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2011,,12.24,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2012,,7.23,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2013,,7.09,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2014,,5,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2015,,5.02,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2016,,5.91,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2017,,6.81,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2018,,8.06,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2019,,2.4,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2020,,-3.88,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2021,,-5.99,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TO,Tonga,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2006,,15.27,,PERCENT,percent,,,,,,,"594313 thousands TOP / 101600 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TO,Tonga,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2007,,0.84,,PERCENT,percent,,,,,,,"602833 thousands TOP / 102200 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TO,Tonga,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2008,,8.61,,PERCENT,percent,,,,,,,"659278 thousands TOP / 102900 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TO,Tonga,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2009,,0.19,,PERCENT,percent,,,,,,,"664341 thousands TOP / 103500 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TO,Tonga,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2010,,5.89,,PERCENT,percent,,,,,,,"707598 thousands TOP / 104100 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TO,Tonga,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2011,,7.86,,PERCENT,percent,,,,,,,"759448 thousands TOP / 103600 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TO,Tonga,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2012,,5.55,,PERCENT,percent,,,,,,,"797813 thousands TOP / 103100 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TO,Tonga,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2013,,-1.68,,PERCENT,percent,,,,,,,"781326 thousands TOP / 102700 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TO,Tonga,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2014,,2.52,,PERCENT,percent,,,,,,,"797192 thousands TOP / 102200 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TO,Tonga,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2015,,7.05,,PERCENT,percent,,,,,,,"849147 thousands TOP / 101700 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,TO,Tonga,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2016,,10.34,,PERCENT,percent,,,,,,,"932590 thousands TOP / 101224 persons. ",
