"Species","reporter_desc","Year","flow_desc","Total_Gross_Wgt","Total_Net_Wgt","Total_Domestic_Currency_FOBValue","Total_Domestic_Currency_CIFValue","Total_Domestic_Currency_PrimaryValue","Domestic_Price"
"Albacore","Trinidad and Tobago",2010,"Export",0,5,887.00086044807,0,0.000139166,27.8332
"Tuna N.E.C","Trinidad and Tobago",2010,"Export",0,18371,216292.002485838,0,0.033932176,1.84705111316749
"Blue Fin","Türkiye",2010,"Export",0,2296825,40835585,0,40.835585,17.7791451242476
"Yellow Fin","Ukraine",2010,"Import",0,15009,0,37268,0.037268,2.483043507229
"Tuna N.E.C","North Macedonia",2010,"Import",0,44.1,0,175.72,0.00017572,3.98458049886621
"Yellow Fin","North Macedonia",2010,"Import",0,166.2,0,6135.33,0.00613533,36.9153429602888
"Blue Fin","United Kingdom",2010,"Import",0,112131,0,235639.99999343,0.328103977,2.92607732919532
"Yellow Fin","United Kingdom",2010,"Import",0,187544,0,1143833.00077263,1.573855806,8.3919283261528
"Tuna N.E.C","United Kingdom",2010,"Export",0,49292,188138.999379289,0,0.251482066,5.10188399740323
"Yellow Fin","United Kingdom",2010,"Export",0,28161,208847.999278639,0,0.277286182,9.84646077909165
"Albacore","United Kingdom",2010,"Import",0,50110,0,202668.000814832,0.264225671,5.27291301137497
"Tuna N.E.C","United Kingdom",2010,"Import",0,60080,0,187714.000179902,0.245152673,4.08043730026631
"Albacore","USA",2010,"Import",0,62308,0,9043316,9.043316,145.138922770752
"Big Eye","USA",2010,"Import",0,601879,0,42963538,42.963538,71.3823509376469
"Yellow Fin","USA",2010,"Import",0,1276864,0,180467851,180.467851,141.336783713849
"Albacore","USA",2010,"Export",0,314517,26911578,0,26.911578,85.5647802821469
"Big Eye","USA",2010,"Export",0,38176,2902008,0,2.902008,76.0165549036044
"Yellow Fin","USA",2010,"Export",0,33911,5642859,0,5.642859,166.402022942408
"Blue Fin","USA",2010,"Import",0,57701,0,17717601,17.717601,307.058820471049
"Tuna N.E.C","USA",2010,"Export",0,78506,19828151,0,19.828151,252.568606221181
"Tuna N.E.C","USA",2010,"Import",0,36248,0,2293796,2.293796,63.2806223791657
"Blue Fin","USA",2010,"Export",0,8528,5211874,0,5.211874,611.148452157599
"Tuna N.E.C","Uruguay",2010,"Import",0,758965.103,0,1793667.76,1.79366776,2.36330728897821
"Albacore","Algeria",2010,"Import",0,2298937,0,222365970.055618,2.98640983,1.2990394386623
"Blue Fin","Australia",2010,"Import",60,58.034,6851.48013454157,55772.2995635541,0.05324189,917.425819347279
"Big Eye","Austria",2010,"Import",0,4800,0,48129.9994242932,0.062830113,13.089606875
"Yellow Fin","Bosnia Herzegovina",2010,"Import",0,30,0,434.000271846971,0.000593899,19.7966333333333
"Tuna N.E.C","Cabo Verde",2010,"Import",0,16314,0,6111803.91623775,0.072914388,4.46943655755793
"Tuna N.E.C","Central African Rep.",2010,"Import",0,467590,0,233795000.069002,0.470584258,1.00640359716846
"Yellow Fin","Chile",2010,"Import",0,68608.576,241733.92,285363.58,0.28536358,4.15929897743396
"Tuna N.E.C","Colombia",2010,"Export",0,15000,9750,0,0.00975,0.65
"Blue Fin","Denmark",2010,"Export",0,900,22529.9991504957,0,0.030207672,33.56408
"Tuna N.E.C","Dominican Rep.",2010,"Import",0,5028.37,0,15718.57,0.01571857,3.12597720533692
"Yellow Fin","Dominican Rep.",2010,"Import",0,2240.38,0,14340.84,0.01434084,6.40107481766486
"Big Eye","El Salvador",2010,"Import",0,630490,0,1089456.96,1.08945696,1.72795279861695
"Albacore","El Salvador",2010,"Import",0,75,0,108.75,0.00010875,1.45
"Yellow Fin","Estonia",2010,"Import",0,38292,0,185488.792105566,0.044293169,1.1567212211428
"Blue Fin","Germany",2010,"Export",0,2734,38246.9986392924,0,0.050630813,18.5189513533285
"Yellow Fin","Grenada",2010,"Import",0,176,0,2447.00164700165,0.000906296,5.14940909090909
"Tuna N.E.C","China, Hong Kong SAR",2010,"Export",0,34487,2434310.99354468,0,0.313708517,9.09642813233972
"Albacore","Iceland",2010,"Import",0,87,0,289110.008858759,0.002255113,25.9208390804598
"Tuna N.E.C","Iran",2010,"Export",0,26050,36480,0,0.03648,1.40038387715931
"Big Eye","Italy",2010,"Export",0,800,0,0,0.005765663,7.20707875
"Yellow Fin","Côte d'Ivoire",2010,"Export",0,919242,624748145.317688,0,1.25104057,1.36094800933813
"Albacore","Kazakhstan",2010,"Import",0,518.3,0,3583,0.003583,6.91298475786224
"Tuna N.E.C","Lesotho",2010,"Import",4,4,0,17636.0013322905,0.002350387,587.59675
"Blue Fin","Latvia",2010,"Import",0,4,0,24.9997434502858,4.8723e-05,12.18075
"Tuna N.E.C","Luxembourg",2010,"Export",0,0,369.999748257583,0,0.000492535,Inf
"Blue Fin","Malaysia",2010,"Import",0,227.8,0,141655.994367957,0.04377941,192.183538191396
"Albacore","Mauritius",2010,"Export",0,208044,6783220.02738664,0,0.221550288,1.06492034377343
"Albacore","Mauritius",2010,"Import",0,302816,0,11097301.0395366,0.357101627,1.17926934838318
"Blue Fin","New Zealand",2010,"Import",0,571,0,17082.9985950324,0.012088806,21.171288966725
"Tuna N.E.C","Panama",2010,"Export",32772,31033,95380,0,0.09538,3.07350240067025
"Yellow Fin","Panama",2010,"Export",4353355,4190428,12857890,0,12.85789,3.06839540018347
"Blue Fin","Peru",2010,"Import",0,45600,38450.75,41223.76,0.04122376,0.904029824561403
"Blue Fin","Poland",2010,"Import",0,900,0,15729.9995918331,0.020608058,22.8978422222222
"Tuna N.E.C","Romania",2010,"Export",0,25,146.13,0,0.00014613,5.8452
"Tuna N.E.C","Rwanda",2010,"Import",0,200,60000,60000,0.000105423,0.527115
"Tuna N.E.C","Senegal",2010,"Export",0,2032307,1138792543.68402,0,2.243390264,1.10386386702403
"Yellow Fin","Seychelles",2010,"Import",0,30000,0,1133035.28256001,0.094471649,3.14905496666667
"Blue Fin","Singapore",2010,"Export",0,42.13,286672,0,0.286672,6804.46237835272
"Big Eye","Singapore",2010,"Export",0,322.11,2604114.9,0,2.6041149,8084.55155071249
"Yellow Fin","Singapore",2010,"Export",0,135.86,469771.15,0,0.46977115,3457.75909023995
"Tuna N.E.C","Slovenia",2010,"Import",0,1617.65,0,22992.77,0.02299277,14.21368652057
"Big Eye","South Africa",2010,"Import",0,29759,410613.011095724,0,0.054709506,1.83841883127793
"Tuna N.E.C","Zimbabwe",2010,"Import",0,183.6,0,1398.19,0.00139819,7.61541394335512
"Tuna N.E.C","Eswatini",2010,"Import",0,13755.05,0,180305.61887777,0.026169132,1.90251085964791
"Yellow Fin","Trinidad and Tobago",2010,"Export",0,92208,953945.99866144,0,0.149655318,1.62301880530973
"Tuna N.E.C","Ukraine",2010,"Import",0,9680,0,19380.32,0.01938032,2.00209917355372
"Albacore","United Kingdom",2010,"Export",0,45328,173842.00061592,0,0.22713873,5.01100269149312
"Tuna N.E.C","United Rep. of Tanzania",2010,"Import",0,332,0,178364252.760799,0.1332661,401.403915662651
"Blue Fin","Algeria",2010,"Import",0,136,0,275415.94896726,0.003742751,27.5202279411765
"Albacore","Andorra",2010,"Import",0,503,0,2190.30017149965,0.002876918,5.71951888667992
"Yellow Fin","Argentina",2010,"Import",0,15558.7,0,61580.2,0.0615802,3.9579270761696
"Tuna N.E.C","Bosnia Herzegovina",2010,"Import",0,283,0,1366.99972818324,0.001858108,6.56575265017668
"Tuna N.E.C","Chile",2010,"Import",0,10802.34,103038.78,111290.5,0.1112905,10.3024437297845
"Albacore","Chile",2010,"Import",0,2022.94,24862.84,28945.45,0.02894545,14.3086052972406
"Big Eye","Croatia",2010,"Import",0,162166,0,389970,0.38997,2.40475808739193
"Albacore","Denmark",2010,"Export",0,4600,28150.0009096016,0,0.036776977,7.994995
"Albacore","Denmark",2010,"Import",0,7000,0,39990.0006386822,0.052167151,7.45245014285714
"Tuna N.E.C","Finland",2010,"Import",0,1300,0,5340.00039153275,0.00688045,5.29265384615385
"Albacore","Ireland",2010,"Import",0,66125,0,216584.000765341,0.287956525,4.35473005671078
"Blue Fin","Israel",2010,"Import",0,0,0,142000,0.142,Inf
"Tuna N.E.C","Lithuania",2010,"Import",0,4671,0,16925,0.016925,3.62342110897024
"Yellow Fin","Lithuania",2010,"Import",0,20,0,325,0.000325,16.25
"Yellow Fin","Luxembourg",2010,"Export",0,0,249.999834746161,0,0.000333413,Inf
"Big Eye","Malaysia",2010,"Import",0,48146,0,550456.99485419,0.172286301,3.57841359614506
"Albacore","Malaysia",2010,"Import",0,9203.4,0,980689.998970217,0.302081097,32.82277169307
"Blue Fin","Malaysia",2010,"Export",0,0,123651.998042829,0,0.037511137,Inf
"Albacore","Malaysia",2010,"Export",0,0,2410772.00093644,0,0.739140661,Inf
"Tuna N.E.C","Mauritius",2010,"Export",0,50109,1360344.98670745,0,0.044354693,0.885164202039554
"Big Eye","Mauritius",2010,"Export",0,672026,41843145.9864875,0,1.380459247,2.05417535482258
"Tuna N.E.C","Mexico",2010,"Import",0,38181.8,0,136136,0.136136,3.56546836450874
"Tuna N.E.C","Mexico",2010,"Export",0,285472.392,683140,0,0.68314,2.39301599434526
"Tuna N.E.C","Nicaragua",2010,"Import",0,5716.59,0,16538.28,0.01653828,2.89303238469087
"Tuna N.E.C","Peru",2010,"Export",0,247770,506509.91,0,0.50650991,2.04427456915688
"Blue Fin","Seychelles",2010,"Import",0,79225,0,6883457.76310294,0.59164765,7.46794130640581
"Albacore","South Africa",2010,"Import",0,47389,629491.001546617,0,0.083258285,1.75691162506067
"Yellow Fin","Eswatini",2010,"Import",0,907.35,0,74211.8807362628,0.010142741,11.1784217777043
"Yellow Fin","Trinidad and Tobago",2010,"Import",0,6855,0,132438.002358415,0.020777536,3.03100452224654
"Big Eye","Trinidad and Tobago",2010,"Export",0,16508,197568.002039711,0,0.030995456,1.87760213229949
"Blue Fin","North Macedonia",2010,"Import",0,234.5,0,1116.76,0.00111676,4.76230277185501
"Albacore","Egypt",2010,"Export",0,5800,24515.3286607804,0,0.004298213,0.741071206896552
"Big Eye","United Kingdom",2010,"Import",0,10066,0,118909.998775904,0.162121927,16.105893800914
"Big Eye","United Rep. of Tanzania",2010,"Import",0,27000,0,20370477780.2358,15.193219,562.711814814815
"Big Eye","Uruguay",2010,"Export",0,2363.5,12893,0,0.012893,5.45504548339327
"Yellow Fin","Botswana",2010,"Import",0,288,0,7612.00119648262,0.001122805,3.89862847222222
"Tuna N.E.C","Brazil",2010,"Import",0,3327,6327,6539,0.006539,1.96543432521791
"Tuna N.E.C","Belize",2010,"Import",0,362.41,0,2559.54,0.00127977,3.53127673077454
"Big Eye","Bulgaria",2010,"Import",0,300,0,879.99961511236,0.001177742,3.92580666666667
"Albacore","Bulgaria",2010,"Import",0,800,0,11309.9999228852,0.014669264,18.33658
"Albacore","Cabo Verde",2010,"Import",0,8208,0,4295119.02637231,0.049701971,6.05530835769981
"Tuna N.E.C","Comoros",2010,"Import",0,2900,0,78960.0390471612,0.000215159,0.0741927586206896
"Tuna N.E.C","Croatia",2010,"Export",0,5088,23715,0,0.023715,4.66096698113208
"Yellow Fin","Ghana",2010,"Export",0,7853750,14917806.7694802,0,10.437809574,1.32902238726723
"Yellow Fin","Greece",2010,"Export",0,900,4080.00029833603,0,0.005470342,6.07815777777778
"Big Eye","China, Hong Kong SAR",2010,"Export",0,54520,3107367.00472464,0,0.399716726,7.33156137197359
"Tuna N.E.C","Hungary",2010,"Import",0,52800,0,188090.000503929,0.243033736,4.60291166666667
"Tuna N.E.C","China, Macao SAR",2010,"Import",0,1640,0,414607.000391808,0.0518438,31.6120731707317
"Yellow Fin","Malta",2010,"Import",0,100,0,1329.99992541599,0.001783224,17.83224
"Tuna N.E.C","Poland",2010,"Export",0,10500,36630.0017262579,0,0.047229999,4.49809514285714
"Blue Fin","Slovakia",2010,"Export",0,1127,4029.99965396799,0,0.004945546,4.38823957409051
"Tuna N.E.C","Egypt",2010,"Export",0,8379,45461.3062839503,0,0.008023455,0.957567132116004
"Yellow Fin","Uruguay",2010,"Export",0,9081.6,44582,0,0.044582,4.90904686398872
"Tuna N.E.C","Uruguay",2010,"Export",0,3327,6327,0,0.006327,1.90171325518485
"Blue Fin","Uruguay",2010,"Import",0,898.92,0,6683.11,0.00668311,7.4345992969341
"Big Eye","Austria",2010,"Export",0,600,7340.00046545545,0,0.009564538,15.9408966666667
"Big Eye","Belgium",2010,"Export",0,59.7,747.209778263819,0,0.000949979,15.9125460636516
"Yellow Fin","Canada",2010,"Export",0,141275,1633608.99919054,0,1.570208958,11.114556418333
"Blue Fin","Cyprus",2010,"Export",0,1400,12339.9998407491,0,0.015434253,11.0244664285714
"Albacore","Czechia",2010,"Import",0,100,0,579.999839379551,0.00076865,7.6865
"Blue Fin","Ecuador",2010,"Import",0,2951.4,0,6947.88,0.00694788,2.35409636104899
"Yellow Fin","Estonia",2010,"Export",0,32200,20569.9993711946,0,0.02651165,0.823343167701863
"Yellow Fin","Gambia",2010,"Export",0,107343,4091380.01873726,0,0.144539756,1.34652241878837
"Blue Fin","Côte d'Ivoire",2010,"Import",0,37573,0,17428170.0447477,0.033583218,0.893812524951428
"Blue Fin","Jordan",2010,"Export",0,3000,3935.00022364995,0,0.005542255,1.84741833333333
"Tuna N.E.C","Latvia",2010,"Export",0,4370,3049.99972180029,0,0.005481673,1.25438741418764
"Yellow Fin","Lithuania",2010,"Export",0,130,766,0,0.000766,5.89230769230769
"Albacore","Luxembourg",2010,"Export",0,100,940.000083773416,0,0.001213043,12.13043
"Blue Fin","Luxembourg",2010,"Export",0,100,1090.0002445456,0,0.001418759,14.18759
"Blue Fin","Senegal",2010,"Export",0,426,2663204.9802337,0,0.005098919,11.96929342723
"Albacore","Slovakia",2010,"Import",0,67577,22622.9997311735,22622.9997311735,0.030523337,0.451682332746349
"Yellow Fin","Türkiye",2010,"Import",0,383950,0,864152,0.864152,2.25068889178278
"Big Eye","United Kingdom",2010,"Export",0,200,459.999749653191,0,0.000572429,2.862145
"Tuna N.E.C","Zambia",2010,"Import",0,553.534,0,14038.9492821129,0.002820321,5.09511791506936
"Tuna N.E.C","Armenia",2010,"Import",0,9005.2,0,14681.16,0.01468116,1.63029805001555
"Blue Fin","Canada",2010,"Export",0,351926,6231764.99893799,0,6.060617934,17.2212849689992
"Big Eye","Canada",2010,"Export",0,90007,1047377.00067272,0,1.007448632,11.1930031219794
"Yellow Fin","Chile",2010,"Export",0,586,9400.53,0,0.00940053,16.0418600682594
"Albacore","Cyprus",2010,"Export",0,291700,1131919.99968697,0,1.428954644,4.89871321220432
"Albacore","Ecuador",2010,"Import",0,115299.43,0,299832.78,0.29983278,2.60047061811147
"Yellow Fin","Iceland",2010,"Import",0,2105,0,5649447.08665259,0.048339476,22.9641216152019
"Albacore","Malawi",2010,"Import",0,40,0,25120.0371572306,0.000166578,4.16445
"Tuna N.E.C","Malawi",2010,"Import",0,842,0,689855.955411323,0.004574628,5.43304988123515
"Big Eye","Netherlands",2010,"Import",0,100,0,0,0.001489266,14.89266
"Yellow Fin","Aruba",2010,"Import",0,82,0,3255.0004392839,0.001818436,22.1760487804878
"Tuna N.E.C","New Zealand",2010,"Import",0,45,0,793.999500583855,0.00055009,12.2242222222222
"Tuna N.E.C","Pakistan",2010,"Import",0,4,0,2282.99470718798,2.6743e-05,6.68575
"Yellow Fin","Paraguay",2010,"Import",0,334,3473,4043,0.004043,12.1047904191617
"Tuna N.E.C","Peru",2010,"Import",0,1961,2037.48,2150.44,0.00215044,1.09660377358491
"Yellow Fin","Rwanda",2010,"Import",0,3,4682.13185422592,4682.13185422592,7.918e-06,2.63933333333333
"Blue Fin","Ukraine",2010,"Import",0,79,0,988.47,0.00098847,12.5122784810127
"Albacore","Egypt",2010,"Import",0,10911.908,0,228148.752582176,0.039998724,3.66560311908788
"Albacore","Czechia",2010,"Export",0,0,200.000157881319,0,0.000257475,Inf
"Tuna N.E.C","Benin",2010,"Import",0,26485,0,4946942.13468784,0.009934129,0.375085104776288
"Blue Fin","Finland",2010,"Import",0,0,0,1850,0.002475591,Inf
"Big Eye","Greenland",2010,"Import",0,10,0,56.79,5.679e-05,5.679
"Big Eye","Grenada",2010,"Import",0,25,0,208.000108000108,7.7037e-05,3.08148
"Yellow Fin","Hungary",2010,"Import",0,0,0,870.000078527401,0.001146989,Inf
"Blue Fin","Ireland",2010,"Import",0,7841,0,6763.99975591405,0.008840056,1.12741436041321
"Albacore","Lesotho",2010,"Import",7,7,0,45949.0007058382,0.006646557,949.508142857143
"Blue Fin","Lithuania",2010,"Import",0,100,0,712,0.000712,7.12
"Tuna N.E.C","Montenegro",2010,"Import",0,104,0,348.399618099576,0.000445192,4.28069230769231
"Albacore","Mozambique",2010,"Import",0,0,0,486.99,0.00048699,Inf
"Albacore","Pakistan",2010,"Import",0,448,0,149343.981001258,0.001744748,3.89452678571429
"Yellow Fin","Serbia",2010,"Import",0,9773,0,56144,0.056144,5.74480712166172
"Tuna N.E.C","Serbia",2010,"Import",0,203,0,3102,0.003102,15.2807881773399
"Blue Fin","Sweden",2010,"Import",0,100,0,1079.99968696687,0.001437104,14.37104
"Albacore","Argentina",2010,"Import",0,1131,0,3929.14,0.00392914,3.47404067197171
"Tuna N.E.C","Bolivia (Plurinational State of)",2010,"Import",0,249,172.17,272.7,0.0002727,1.09518072289157
"Tuna N.E.C","Botswana",2010,"Export",0,4,151.001519829343,0,2.2156e-05,5.539
"Tuna N.E.C","Cabo Verde",2010,"Export",0,1475,487923.024348569,0,0.005711139,3.8719586440678
"Blue Fin","China",2010,"Export",0,112000,498000,0,0.498,4.44642857142857
"Albacore","Croatia",2010,"Export",0,547,3039,0,0.003039,5.55575868372943
"Blue Fin","Ethiopia",2010,"Import",0,1768,0,23961.7827268569,0.001601959,0.906085407239819
"Albacore","Finland",2010,"Import",0,300,0,1280.00015515182,0.001649997,5.49999
"Tuna N.E.C","Latvia",2010,"Import",0,39986,0,42592.9998526644,0.078374908,1.96005872055219
"Albacore","Latvia",2010,"Import",0,61,0,1050.99981270964,0.001972187,32.3309344262295
"Tuna N.E.C","Madagascar",2010,"Export",0,110,2467126.66212612,0,0.001162779,10.5707181818182
"Albacore","Montenegro",2010,"Import",0,600,0,1811.00026375809,0.002334488,3.89081333333333
"Yellow Fin","Poland",2010,"Export",0,1300,4509.99984484818,0,0.005913342,4.54872461538462
"Yellow Fin","Senegal",2010,"Import",0,470054,0,305804331.557097,0.624940383,1.32950763742038
"Big Eye","Senegal",2010,"Import",0,441358,0,207486562.397465,0.419551441,0.950592129291868
"Tuna N.E.C","Senegal",2010,"Import",0,1099134,0,422947039.968921,0.841453189,0.765560149171985
"Tuna N.E.C","Slovenia",2010,"Export",0,511.562,11528.976,0,0.011528976,22.5368107873532
"Blue Fin","South Africa",2010,"Import",0,572.17,11965.0050003285,0,0.001639098,2.86470454585176
"Albacore","North Macedonia",2010,"Import",0,24.6,0,262.3,0.0002623,10.6626016260163
"Albacore","Uruguay",2010,"Export",0,1131,3218,0,0.003218,2.84526967285588
"Yellow Fin","Cabo Verde",2010,"Import",0,277,0,145507.96703064,0.001717707,6.2011083032491
"Big Eye","Chile",2010,"Import",0,150.59,1066.74,1370.72,0.00137072,9.10233083206056
"Albacore","Israel",2010,"Import",0,0,0,39000,0.039,Inf
"Tuna N.E.C","Kazakhstan",2010,"Import",0,645,0,9917,0.009917,15.3751937984496
"Yellow Fin","Panama",2010,"Import",8700,8700,0,64693,0.064693,7.43597701149425
"Yellow Fin","Peru",2010,"Export",0,66.31,307.12,0,0.00030712,4.63157894736842
"Albacore","Poland",2010,"Export",0,400,1200,0,0.001546872,3.86718
"Tuna N.E.C","Ukraine",2010,"Export",0,50,285.38,0,0.00028538,5.7076
"Yellow Fin","Uruguay",2010,"Import",0,5180,0,42063,0.042063,8.12027027027027
"Big Eye","Algeria",2010,"Import",0,28000,0,3174930.98814288,0.042762193,1.52722117857143
"Big Eye","Ghana",2010,"Export",0,127350,844779.250095504,0,0.589412782,4.62829039654495
"Albacore","Hungary",2010,"Export",0,0,50,0,6.9485e-05,Inf
"Yellow Fin","Ireland",2010,"Export",0,3759,6678.99978412607,0,0.009281806,2.46922213354616
"Albacore","Lesotho",2010,"Export",1,1,23460.9974159493,0,0.003395604,3395.604
"Tuna N.E.C","Türkiye",2010,"Import",0,650,0,2780,0.00278,4.27692307692308
"Blue Fin","Egypt",2010,"Export",0,168,1827.6185251223,0,0.000319804,1.90359523809524
"Yellow Fin","Zambia",2010,"Import",0,79.654,0,786.208708955329,0.000167534,2.10327164988576
"Albacore","Chile",2010,"Export",0,5775,24246.75,0,0.02424675,4.19857142857143
"Yellow Fin","Croatia",2010,"Export",0,5253,17434,0,0.017434,3.31886541024177
"Blue Fin","Cyprus",2010,"Import",0,0,0,60.0002929630281,8.1922e-05,Inf
"Blue Fin","Estonia",2010,"Export",0,3000,4619.99985351849,0,0.006307963,2.10265433333333
"Tuna N.E.C","Georgia",2010,"Export",0,20,74.997,0,7.4997e-05,3.74985
"Tuna N.E.C","Grenada",2010,"Import",0,111,0,1208.00010800011,0.000447407,4.03069369369369
"Big Eye","Guatemala",2010,"Import",0,114332,0,571676,0.571676,5.00013994332295
"Blue Fin","Hungary",2010,"Import",0,0,0,160.000292963028,0.000218458,Inf
"Tuna N.E.C","Rep. of Moldova",2010,"Import",0,50,0,1696,0.001696,33.92
